query-id	corpus-id	score
q_154	doc_154	1
q_155	doc_155	1
q_156	doc_156	1
q_157	doc_157	1
q_158	doc_158	1
q_159	doc_159	1
q_160	doc_160	1
q_161	doc_161	1
q_162	doc_162	1
q_163	doc_163	1
q_164	doc_164	1
q_165	doc_165	1
q_166	doc_166	1
q_167	doc_167	1
q_168	doc_168	1
q_169	doc_169	1
q_170	doc_170	1
q_171	doc_171	1
q_172	doc_172	1
q_173	doc_173	1
q_174	doc_174	1
q_175	doc_175	1
q_176	doc_176	1
q_177	doc_177	1
q_178	doc_178	1
q_179	doc_179	1
q_180	doc_180	1
q_181	doc_181	1
q_182	doc_182	1
q_183	doc_183	1
q_184	doc_184	1
q_185	doc_185	1
q_186	doc_186	1
q_187	doc_187	1
q_188	doc_188	1
q_189	doc_189	1
q_190	doc_190	1
q_191	doc_191	1
q_192	doc_192	1
q_193	doc_193	1
q_194	doc_194	1
q_195	doc_195	1
q_196	doc_196	1
q_197	doc_197	1
q_198	doc_198	1
q_199	doc_199	1
q_200	doc_200	1
q_201	doc_201	1
q_202	doc_202	1
q_203	doc_203	1
q_204	doc_204	1
q_205	doc_205	1
q_206	doc_206	1
q_207	doc_207	1
q_208	doc_208	1
q_209	doc_209	1
q_210	doc_210	1
q_211	doc_211	1
q_212	doc_212	1
q_213	doc_213	1
q_214	doc_214	1
q_215	doc_215	1
q_216	doc_216	1
q_217	doc_217	1
q_218	doc_218	1
q_219	doc_219	1
q_220	doc_220	1
q_221	doc_221	1
q_222	doc_222	1
q_223	doc_223	1
q_224	doc_224	1
q_225	doc_225	1
q_226	doc_226	1
q_227	doc_227	1
q_228	doc_228	1
q_229	doc_229	1
q_230	doc_230	1
q_231	doc_231	1
q_232	doc_232	1
q_233	doc_233	1
q_234	doc_234	1
q_235	doc_235	1
q_236	doc_236	1
q_237	doc_237	1
q_238	doc_238	1
q_239	doc_239	1
q_240	doc_240	1
q_241	doc_241	1
q_242	doc_242	1
q_243	doc_243	1
q_244	doc_244	1
q_245	doc_245	1
q_246	doc_246	1
q_247	doc_247	1
q_248	doc_248	1
q_249	doc_249	1
q_250	doc_250	1
q_251	doc_251	1
q_252	doc_252	1
q_253	doc_253	1
q_254	doc_254	1
q_255	doc_255	1
q_256	doc_256	1
q_257	doc_257	1
q_258	doc_258	1
q_259	doc_259	1
q_260	doc_260	1
q_261	doc_261	1
q_262	doc_262	1
q_263	doc_263	1
q_264	doc_264	1
q_265	doc_265	1
q_266	doc_266	1
q_267	doc_267	1
q_268	doc_268	1
q_269	doc_269	1
q_270	doc_270	1
q_271	doc_271	1
q_272	doc_272	1
q_273	doc_273	1
q_274	doc_274	1
q_275	doc_275	1
q_276	doc_276	1
q_277	doc_277	1
q_278	doc_278	1
q_279	doc_279	1
q_280	doc_280	1
q_281	doc_281	1
q_282	doc_282	1
q_283	doc_283	1
q_284	doc_284	1
q_285	doc_285	1
q_286	doc_286	1
q_287	doc_287	1
q_288	doc_288	1
q_289	doc_289	1
q_290	doc_290	1
q_291	doc_291	1
q_292	doc_292	1
q_293	doc_293	1
q_294	doc_294	1
q_295	doc_295	1
q_296	doc_296	1
